case_id,accepted,first_withdrawal_amount,monthly_cost,payback_period,requested_amount,offered_amount,credit_score,offer_amt_less_than_requested,pb_treat
Application_1971991982,1,10000,108.81,120,10000,10000,0,0,0
Application_1485433331,1,0,250,126,0,25000,0,0,1
Application_1221766967,1,25000,261.48,120,0,25000,0,0,0
Application_1570349021,1,0,259,126,18750,25900,0,0,1
Application_1434524340,1,20000,210.12,120,20000,20000,0,0,0
Application_607806050,1,2200,470.67,120,45000,45000,0,0,0
Application_617587477,0,40000,418.37,120,40000,40000,0,0,0
Application_1416233614,1,9000,108.81,120,6000,10000,0,0,0
Application_1412486706,0,5725.91,323.19,120,6000,30900,0,0,0
Application_1817155931,1,0,257,126,25750,25700,0,1,1
Application_1142205827,1,6000,67.56,120,7000,6000,0,1,0
Application_858043864,1,0,450,126,45000,45000,0,0,1
Application_1424943878,0,0,530,126,0,53000,0,0,1
Application_2057050113,1,50000,522.97,120,50000,50000,0,0,0
Application_878148429,0,0,340,126,0,34000,0,0,1
Application_1863779672,0,2487,141.45,120,13000,13000,0,0,0
Application_1710543601,1,2000,67.56,120,5000,6000,0,0,0
Application_1500268050,1,0,400,126,40000,40000,0,0,1
Application_145978763,0,0,600,126,0,60000,0,0,1
Application_577916462,0,15000,157.59,120,15000,15000,0,0,0
Application_2133375401,1,15000,157.59,120,15000,15000,0,0,0
Application_1699546992,1,0,500,126,50000,50000,0,0,1
Application_939691189,1,10000,108.81,120,15000,10000,0,1,0
Application_1305811960,0,20000,324.24,120,20000,31000,0,0,0
Application_1294577318,1,0,400,126,0,40000,0,0,1
Application_256646791,1,13533,496.82,120,47500,47500,0,0,0
Application_486579620,1,13100,157.59,120,15000,15000,0,0,0
Application_1905641443,1,50000,522.97,120,50000,50000,0,0,0
Application_359703157,0,0,250,126,25000,25000,0,0,1
Application_417707912,1,7500,250,126,25000,25000,0,0,1
Application_1493734457,0,38596.3,596.18,120,57000,57000,0,0,0
Application_519471497,1,0,350,126,35000,35000,0,0,1
Application_59724445,1,0,310,126,30000,31000,0,0,1
Application_1467290951,1,6434.17,261.48,120,25000,25000,0,0,0
Application_1862395679,0,0,101.34,120,9000,9000,0,0,0
Application_33872120,1,0,500,126,50000,50000,0,0,1
Application_128674946,1,0,250,126,25000,25000,0,0,1
Application_1034230663,1,3032.03,56.3,120,5000,5000,0,0,0
Application_1348600041,1,10000,108.81,120,10000,10000,0,0,0
Application_1917076230,1,0,495,126,49500,49500,0,0,1
Application_981969053,1,1900,67.56,120,0,6000,0,0,0
Application_413745976,1,0,329,126,0,32900,0,0,1
Application_1941000802,0,8377,220.62,120,21000,21000,0,0,0
Application_548234389,0,1326,236.38,120,22500,22500,0,0,0
Application_409372078,1,0,690,126,75000,69000,0,1,1
Application_919038062,1,5000,500,126,0,50000,0,0,1
Application_223298446,1,0,300,126,30000,30000,0,0,1
Application_1664016200,1,0,250,126,25000,25000,0,0,1
Application_419883832,0,2000,204.86,120,19500,19500,0,0,0
Application_1836083756,0,5500,500,126,50000,50000,0,0,1
Application_801847530,0,4050,61.93,120,0,5500,0,0,0
Application_694484642,1,1000,366.08,120,35000,35000,0,0,0
Application_1951682560,1,5000,56.3,120,5000,5000,0,0,0
Application_799026640,1,0,500,126,50000,50000,0,0,1
Application_1987325366,1,0,250,126,0,25000,0,0,1
Application_1960363959,1,0,650,126,65000,65000,0,0,1
Application_212902333,1,0,400,126,40000,40000,0,0,1
Application_131156250,1,10000,108.81,120,10000,10000,0,0,0
Application_929687551,1,0,300,126,30000,30000,0,0,1
Application_627476253,1,0,490,126,49000,49000,0,0,1
Application_2004610363,0,0,300,126,0,30000,0,0,1
Application_776728364,1,0,371,126,0,37100,0,0,1
Application_733209952,0,10000,108.81,120,15000,10000,0,1,0
Application_1128347073,1,10000,108.81,120,10000,10000,0,0,0
Application_889722446,1,10000,108.81,120,0,10000,0,0,0
Application_577491572,0,0,282.4,120,0,27000,0,0,0
Application_1620285047,0,5500,522.97,120,5000,50000,0,0,0
Application_397964178,1,15000,157.59,120,15000,15000,0,0,0
Application_81911405,0,8500,95.71,120,8500,8500,0,0,0
Application_1491156462,1,17000,178.6,120,20000,17000,0,1,0
Application_1659497787,1,12000,130.57,120,21000,12000,0,1,0
Application_1908872618,1,3000,250,126,0,25000,0,0,1
Application_726749790,0,27500,287.63,120,31000,27500,0,1,0
Application_45725238,1,40000,418.37,120,40000,40000,0,0,0
Application_1408498898,1,1000,78.82,120,7000,7000,0,0,0
Application_949933933,1,0,300,126,30000,30000,0,0,1
Application_12211471,1,0,320,126,0,32000,0,0,1
Application_1456703915,1,0,350,126,35000,35000,0,0,1
Application_332899052,0,34287,418.37,120,25000,40000,0,0,0
Application_1406732715,0,21500,261.48,120,25000,25000,0,0,0
Application_1955068735,1,17334,313.78,120,30000,30000,0,0,0
Application_772233049,1,23000,241.63,120,23000,23000,0,0,0
Application_1940358661,1,27500,287.63,120,27500,27500,0,0,0
Application_1905690146,1,22000,470,126,47000,47000,0,0,1
Application_1164479144,0,16700,175.45,120,25000,16700,0,1,0
Application_763305655,1,2621.87,210.12,120,20000,20000,0,0,0
Application_455997089,1,35800,679.86,120,65000,65000,0,0,0
Application_977259081,1,12000,261.48,120,24500,25000,0,0,0
Application_175123430,1,0,236.38,120,22500,22500,0,0,0
Application_743139927,1,0,250,126,25000,25000,0,0,1
Application_1181904610,1,0,500,126,50000,50000,0,0,1
Application_2023992550,0,0,300,126,30000,30000,0,0,1
Application_127322260,0,30000,313.78,120,30000,30000,0,0,0
Application_346641351,0,5000,250,126,25000,25000,0,0,1
Application_404231381,1,36000,376.54,120,36000,36000,0,0,0
Application_1802029012,0,14000,355.62,120,40000,34000,0,1,0
Application_171086323,1,22000,231.13,120,0,22000,0,0,0
Application_1838440360,0,2300,360.85,120,35000,34500,0,1,0
Application_1305749720,0,13000,141.45,120,13000,13000,0,0,0
Application_557761807,0,4800,130.57,120,6000,12000,0,0,0
Application_970675813,0,19200,201.71,120,25000,19200,0,1,0
Application_1159387735,1,0,250,126,25000,25000,0,0,1
Application_1194733316,1,10000,108.81,120,10000,10000,0,0,0
Application_1923654724,1,25000,261.48,120,25000,25000,0,0,0
Application_1807354177,0,20000,210.12,120,0,20000,0,0,0
Application_707700019,0,3000,90.08,120,8000,8000,0,0,0
Application_939620670,1,4000,350,126,35000,35000,0,0,1
Application_622835802,1,0,236.38,120,22500,22500,0,0,0
Application_1475803733,1,8500,95.71,120,8500,8500,0,0,0
Application_1261923936,1,50000,522.97,120,50000,50000,0,0,0
Application_1552840342,1,0,385,126,38500,38500,0,0,1
Application_712286089,1,1500,600,126,60000,60000,0,0,1
Application_1361630071,0,1000,56.3,120,5000,5000,0,0,0
Application_785435966,0,0,280,126,28000,28000,0,0,1
Application_1217390178,0,0,500,126,50000,50000,0,0,1
Application_1221815890,1,0,320,126,0,32000,0,0,1
Application_468115745,1,20000,210.12,120,20000,20000,0,0,0
Application_315701838,1,50000,522.97,120,50000,50000,0,0,0
Application_2119634154,1,0,400,126,40000,40000,0,0,1
Application_780963701,1,9712.06,339.93,120,32500,32500,0,0,0
Application_1302633160,1,15000,157.59,120,15000,15000,0,0,0
Application_594453320,1,0,250,126,0,25000,0,0,1
Application_1043518306,0,0,430,126,43000,43000,0,0,1
Application_445836618,1,5000,152.33,120,0,14000,0,0,0
Application_1413805253,1,70,275.08,120,26000,26300,0,0,0
Application_1538555425,1,0,277,126,27500,27700,0,0,1
Application_629654510,0,2227.85,108.81,120,5000,10000,0,0,0
Application_1562561856,0,7646.93,575.26,120,55000,55000,0,0,0
Application_1638550847,1,1500,204.86,120,0,19500,0,0,0
Application_775027494,0,5000,56.3,120,5000,5000,0,0,0
Application_582885008,0,6066,210.12,120,20000,20000,0,0,0
Application_1529357596,1,0,450,126,45000,45000,0,0,1
Application_1796522539,0,8500,95.71,120,20000,8500,0,1,0
Application_508406885,1,30000,313.78,120,30000,30000,0,0,0
Application_1317630601,0,1475.64,522.97,120,32500,50000,0,0,0
Application_853708322,1,0,500,126,50000,50000,0,0,1
Application_86311172,0,11758,168.09,120,0,16000,0,0,0
Application_720557254,0,12000,130.57,120,12000,12000,0,0,0
Application_1442308626,1,0,255,126,25000,25500,0,0,1
Application_1050319136,1,20100,261.48,120,25000,25000,0,0,0
Application_1258927938,1,0,400,126,40000,40000,0,0,1
Application_977769100,1,0,500,126,0,50000,0,0,1
Application_1103861368,0,0,495,126,0,49500,0,0,1
Application_821674537,1,0,250,126,25000,25000,0,0,1
Application_1867086931,1,38400,495.77,120,50000,47400,0,1,0
Application_1233908621,1,0,275,126,27500,27500,0,0,1
Application_1019452946,1,12351,141.45,120,13000,13000,0,0,0
Application_1504625878,1,0,300,126,0,30000,0,0,1
Application_1893399634,1,30000,732.15,120,0,70000,0,0,0
Application_529725527,0,15000,157.59,120,15000,15000,0,0,0
Application_1204489893,0,15000,157.59,120,15000,15000,0,0,0
Application_942363254,1,0,400,126,0,40000,0,0,1
Application_923956756,0,4349,413.14,120,37000,39500,0,0,0
Application_1070992899,1,0,500,126,0,50000,0,0,1
Application_519215632,1,25000,261.48,120,25000,25000,0,0,0
Application_1078177342,0,10000,313.78,120,30000,30000,0,0,0
Application_462747915,0,0,250,126,25000,25000,0,0,1
Application_498012473,0,0,260,126,30000,26000,0,1,1
Application_1983176860,0,5000,470.67,120,40000,45000,0,0,0
Application_624896404,1,15000,151.74,126,15000,15000,0,0,1
Application_359493774,1,0,375,126,37500,37500,0,0,1
Application_1802665233,1,0,250,126,0,25000,0,0,1
Application_353956804,1,82,316.92,120,0,30300,0,0,0
Application_1868077545,1,0,500,126,50000,50000,0,0,1
Application_1766152305,1,10799,444.52,120,0,42500,0,0,0
Application_1990094966,0,9000,300,126,30000,30000,0,0,1
Application_795534853,1,0,500,126,0,50000,0,0,1
Application_1279393962,1,1500,220.62,120,0,21000,0,0,0
Application_1959110535,1,15974.5,695.54,120,0,66500,0,0,0
Application_395307249,0,0,530,126,25000,53000,0,0,1
Application_1875704008,1,25000,261.48,120,25000,25000,0,0,0
Application_385998076,1,0,500,126,50000,50000,0,0,1
Application_1253470806,0,5000,56.3,120,5000,5000,0,0,0
Application_1626445025,1,0,350,126,35000,35000,0,0,1
Application_508279232,1,60,622.33,120,50000,59500,0,0,0
Application_1095501101,0,5500,61.93,120,5500,5500,0,0,0
Application_1938519387,1,3000,236.38,120,22500,22500,0,0,0
Application_2008470209,1,15000,157.59,120,15000,15000,0,0,0
Application_1032955206,1,15000,157.59,120,15000,15000,0,0,0
Application_1198922871,0,0,400,126,50000,40000,0,1,1
Application_2014289827,1,12000,130.57,120,12000,12000,0,0,0
Application_234005368,1,42500,444.52,120,42500,42500,0,0,0
Application_236778269,0,4693,61.93,120,5000,5500,0,0,0
Application_1942298533,0,2000,56.3,120,5000,5000,0,0,0
Application_636848501,1,0,500,126,0,50000,0,0,1
Application_1952441062,0,15000,157.59,120,15000,15000,0,0,0
Application_1771397473,1,0,250,126,24000,25000,0,0,1
Application_1580664920,1,6000,250,126,24500,25000,0,0,1
Application_1223182695,1,10000,108.81,120,10000,10000,0,0,0
Application_1824816815,1,4000,210.12,120,20000,20000,0,0,0
Application_1547279659,0,21400,224.82,120,30000,21400,0,1,0
Application_1080753572,0,11000,345.16,120,34000,33000,0,1,0
Application_181500436,1,5000,543.88,120,52000,52000,0,0,0
Application_177045354,0,20000,210.12,120,20000,20000,0,0,0
Application_1958528238,0,4929,400,126,40000,40000,0,0,1
Application_1118744495,0,6092,108.81,120,10000,10000,0,0,0
Application_988180886,1,4287.08,271.94,120,26000,26000,0,0,0
Application_1020808066,1,0,420,126,50000,42000,0,1,1
Application_2055304184,1,9300,104.72,120,10000,9300,0,1,0
Application_2090210070,0,4837,108.81,120,10000,10000,0,0,0
Application_1005395271,0,6000,67.56,120,6000,6000,0,0,0
Application_272599776,0,0,420,126,42000,42000,0,0,1
Application_921630742,0,15000,157.59,120,15000,15000,0,0,0
Application_455007935,0,11200,157.59,120,15000,15000,0,0,0
Application_1952296635,1,8081,428.83,120,10000,41000,0,0,0
Application_1765887225,0,30000,313.78,120,30000,30000,0,0,0
Application_1455135477,1,15000,157.59,120,15000,15000,0,0,0
Application_1458175006,1,0,350,126,0,35000,0,0,1
Application_1911305548,1,0,420,126,50000,42000,0,1,1
Application_1603447385,1,0,300,126,25000,30000,0,0,1
Application_1169356777,0,24000,252.14,120,29000,24000,0,1,0
Application_877661589,1,0,500,126,50000,50000,0,0,1
Application_1314908281,1,0,300,126,30000,30000,0,0,1
Application_1572053346,1,0,350,126,0,35000,0,0,1
Application_1064627620,1,0,250,126,24000,25000,0,0,1
Application_1252245787,1,0,385,126,38500,38500,0,0,1
Application_2087974089,1,0,550,126,0,55000,0,0,1
Application_2039847239,0,10000,108.81,120,10000,10000,0,0,0
Application_789409572,1,0,450,126,45000,45000,0,0,1
Application_217533223,1,0,311,126,26000,31100,0,0,1
Application_281799824,1,2000,350,126,35000,35000,0,0,1
Application_433661565,1,0,350,126,35000,35000,0,0,1
Application_1712871184,0,1250,178.6,120,17000,17000,0,0,0
Application_1612006861,0,8870,750,126,75000,75000,0,0,1
Application_882005937,1,0,300,126,0,30000,0,0,1
Application_806591055,1,0,400,126,0,40000,0,0,1
Application_816862790,1,5000,56.3,120,5000,5000,0,0,0
Application_304064538,0,0,418.37,120,0,40000,0,0,0
Application_1673553736,1,0,280,126,28000,28000,0,0,1
Application_439934042,0,0,345.16,120,33000,33000,0,0,0
Application_445835283,0,5900,66.44,120,7000,5900,0,1,0
Application_396115043,0,25000,261.48,120,25000,25000,0,0,0
Application_1302051703,1,18000,250,126,25000,25000,0,0,1
Application_558407724,1,0,300,126,30000,30000,0,0,1
Application_374379677,1,0,150,120,13750,13800,0,0,0
Application_1448351804,1,0,350,126,35000,35000,0,0,1
Application_21395051,1,0,250,126,25000,25000,0,0,1
Application_1639903603,0,2814,108.81,120,0,10000,0,0,0
Application_1670839360,1,11000,119.69,120,11000,11000,0,0,0
Application_2113049304,1,2500,287.63,120,27500,27500,0,0,0
Application_798705302,1,4000,440,126,44000,44000,0,0,1
Application_575610451,1,0,430,126,43000,43000,0,0,1
Application_625154491,1,0,300,126,30000,30000,0,0,1
Application_848512225,0,1340.79,91.21,120,0,8100,0,0,0
Application_1355945644,1,6000,67.56,120,6000,6000,0,0,0
Application_158863654,1,0,750,126,75000,75000,0,0,1
Application_1053998899,1,5000,330,126,33000,33000,0,0,1
Application_757178253,1,1000,360.85,120,34500,34500,0,0,0
Application_1824277404,1,0,700,126,70000,70000,0,0,1
Application_2124986925,1,0,350,126,0,35000,0,0,1
Application_2000724078,1,9000,101.34,120,9000,9000,0,0,0
Application_1067751978,0,0,250,126,25000,25000,0,0,1
Application_1320728876,1,0,520,120,50000,50000,0,0,0
Application_1404502830,1,0,500,126,50000,50000,0,0,1
Application_1049972821,1,0,330,126,75000,33000,0,1,1
Application_774631722,0,0,255,126,25500,25500,0,0,1
Application_751576,1,4000,475,126,50000,47500,0,1,1
Application_1741076995,0,0,613,126,60000,61300,0,0,1
Application_129913687,1,0,250,126,25000,25000,0,0,1
Application_226404967,1,0,400,126,40000,40000,0,0,1
Application_1052740254,0,0,679.86,120,65000,65000,0,0,0
Application_543796951,1,35000,366.08,120,40000,35000,0,1,0
Application_1239904274,1,0,270,126,0,27000,0,0,1
Application_955563438,0,10000,108.81,120,10000,10000,0,0,0
Application_886797748,1,180,106.46,120,10000,10000,0,0,0
Application_1539966278,1,94,209.07,120,10000,19900,0,0,0
Application_864932205,0,5,336.79,120,32000,32200,0,0,0
Application_263007341,1,50000,522.97,120,50000,50000,0,0,0
Application_22510455,1,5000,56.3,120,5000,5000,0,0,0
Application_923503733,1,6100,157.59,120,5000,15000,0,0,0
Application_1003213123,0,20000,400,126,40000,40000,0,0,1
Application_230223373,1,0,300,126,30000,30000,0,0,1
Application_1355525986,1,3437,96.84,120,6000,8600,0,0,0
Application_643176291,1,3000,400,126,40000,40000,0,0,1
Application_1659263465,0,0,261.48,120,25000,25000,0,0,0
Application_1967206176,0,15000,401.64,120,37000,38400,0,0,0
Application_2005181988,1,0,600,126,60000,60000,0,0,1
Application_880326628,1,7500,250,126,25000,25000,0,0,1
Application_1461429645,0,3000,84.45,120,7500,7500,0,0,0
Application_1303627430,0,12419,206.96,120,25000,19700,0,1,0
Application_498298032,1,0,250,126,25000,25000,0,0,1
Application_1643891602,1,0,650,126,65000,65000,0,0,1
Application_859266888,1,5000,280,126,28000,28000,0,0,1
Application_347543285,1,11000,303.32,120,30000,29000,0,1,0
Application_1540261130,0,0,445,126,50000,44500,0,1,1
Application_2108852063,1,0,400,126,0,40000,0,0,1
Application_254451121,1,10000,500,120,48000,48000,0,0,0
Application_1850963893,0,29000,303.32,120,29000,29000,0,0,0
Application_1745482070,1,0,250,126,25000,25000,0,0,1
Application_925487474,1,0,500,126,50000,50000,0,0,1
Application_997024654,1,0,280,126,28000,28000,0,0,1
Application_1712966902,1,15000,400,126,40000,40000,0,0,1
Application_1011122543,1,5000,56.3,120,5000,5000,0,0,0
Application_176467906,1,0,430,126,43000,43000,0,0,1
Application_1975875773,0,0,285,126,30000,28400,0,1,1
Application_1072478001,1,20000,500,126,50000,50000,0,0,1
Application_505169833,1,0,250,126,25000,25000,0,0,1
Application_447612600,1,0,750,126,75000,75000,0,0,1
Application_814427126,1,8200,439.29,120,0,42000,0,0,0
Application_525684776,1,0,250,126,25000,25000,0,0,1
Application_1782964647,1,0,650,126,65000,65000,0,0,1
Application_1280427249,1,0,750,126,75000,75000,0,0,1
Application_1119407054,1,10000,300,126,30000,30000,0,0,1
Application_10264475,0,5000,345,126,34500,34500,0,0,1
Application_2137965722,1,13500,330.92,120,30000,32500,0,0,0
Application_643473779,1,0,350,126,35000,35000,0,0,1
Application_1659745435,1,0,400,126,40000,40000,0,0,1
Application_1417975442,1,0,500,126,0,50000,0,0,1
Application_1436586275,1,0,250,126,25000,25000,0,0,1
Application_2001914382,1,0,390,126,30000,39000,0,0,1
Application_1572847379,1,0,330,126,0,33000,0,0,1
Application_500943156,0,64000,651.66,120,75000,64000,0,1,0
Application_1893357428,1,0,250,126,25000,25000,0,0,1
Application_1648426839,0,0,350,126,75000,35000,0,1,1
Application_373770977,1,5000,56.3,120,5000,5000,0,0,0
Application_207833572,0,31500,320.74,120,31500,31500,0,0,0
Application_1359216041,0,0,640,126,75000,64000,0,1,1
Application_1859646524,1,0,500,126,0,50000,0,0,1
Application_1985400245,1,16000,164.39,120,16000,16000,0,0,0
Application_787712141,1,14500,290.19,120,28500,28500,0,0,0
Application_314304565,1,8295,154.11,120,6490,15000,0,0,0
Application_996252474,1,9500,274.92,120,27000,27000,0,0,0
Application_1219181058,0,15012,654.72,120,65000,64300,0,1,0
Application_861657458,1,5000,400,126,0,40000,0,0,1
Application_1323003023,1,0,250,126,25000,25000,0,0,1
Application_21413923,1,0,250,126,25000,25000,0,0,1
Application_1508783586,0,10800,205.49,120,20000,20000,0,0,0
Application_822635049,1,0,250,126,0,25000,0,0,1
Application_116128683,0,3077,117.1,120,10000,11000,0,0,0
Application_2101854749,1,5000,56.3,120,5000,5000,0,0,0
Application_2145809863,1,18000,184.94,120,18000,18000,0,0,0
Application_1214377208,1,18000,184.94,120,18000,18000,0,0,0
Application_1944438542,0,40000,407.29,120,40000,40000,0,0,0
Application_1832359699,0,11800,154.11,120,12000,15000,0,0,0
Application_1304258609,0,7931,570.21,120,58000,56000,0,1,0
Application_604716066,1,0,300,126,30000,30000,0,0,1
Application_1239110079,1,20000,356.38,120,20000,35000,0,0,0
Application_1985722666,1,0,280,126,0,28000,0,0,1
Application_170555253,1,5000,265,126,26500,26500,0,0,1
Application_1476439335,1,4000,300,126,30000,30000,0,0,1
Application_1961525540,1,0,500,126,50000,50000,0,0,1
Application_931562291,1,10000,106.46,120,10000,10000,0,0,0
Application_353064056,0,0,70.94,120,5000,6300,0,0,0
Application_580257496,0,5000,56.3,120,5000,5000,0,0,0
Application_1332471896,0,25000,580.39,120,57000,57000,0,0,0
Application_1000806256,1,0,624.17,120,0,61300,0,0,0
Application_872341596,1,11000,236.31,120,23000,23000,0,0,0
Application_1702772063,1,5000,56.3,120,5000,5000,0,0,0
Application_1323210480,0,5000,220.9,120,0,21500,0,0,0
Application_1793068733,1,0,250,126,25000,25000,0,0,1
Application_1796959397,0,0,226.03,120,25000,22000,0,1,0
Application_355309518,1,25000,254.56,120,25000,25000,0,0,0
Application_2068306837,1,2200,106.46,120,10000,10000,0,0,0
Application_172749595,0,14.84,518.28,120,0,50900,0,0,0
Application_1867625411,1,1350,138.39,120,13000,13000,0,0,0
Application_690014758,0,16000,164.39,120,16000,16000,0,0,0
Application_712257544,1,22000,226.03,120,22000,22000,0,0,0
Application_1411506476,0,0,750,126,75000,75000,0,0,1
Application_527363620,1,5000,56.3,120,5000,5000,0,0,0
Application_442145627,1,15000,154.11,120,15000,15000,0,0,0
Application_648164207,1,50000,509.11,120,50000,50000,0,0,0
Application_736790827,0,0,460,126,46000,46000,0,0,1
Application_2135821422,1,0,390,126,39000,39000,0,0,1
Application_1782785100,1,0,350,126,35000,35000,0,0,1
Application_1440831044,1,25000,254.56,120,25000,25000,0,0,0
Application_877734301,1,7000,700,126,0,70000,0,0,1
Application_547268346,0,17700,500,126,50000,50000,0,0,1
Application_1958128487,1,15000,407.29,120,0,40000,0,0,0
Application_1110154997,1,9000,205.49,120,20000,20000,0,0,0
Application_1863843995,1,6700,376.74,120,50000,37000,0,1,0
Application_1645989394,1,55000,560.02,120,55000,55000,0,0,0
Application_1140598576,1,0,300,126,50000,30000,0,1,1
Application_471807853,1,25000,254.56,120,25000,25000,0,0,0
Application_882976040,1,20000,205.49,120,20000,20000,0,0,0
Application_320324064,0,17000,174.66,120,17000,17000,0,0,0
Application_681106107,0,22000,226.03,120,53000,22000,0,1,0
Application_1334455775,1,0,174.66,120,17000,17000,0,0,0
Application_1857636845,0,5000,56.3,120,5000,5000,0,0,0
Application_957786035,1,0,500,126,50000,50000,0,0,1
Application_1385418328,1,10000,475,126,47500,47500,0,0,1
Application_473484613,1,25000,254.56,120,25000,25000,0,0,0
Application_668802358,1,0,450,126,45000,45000,0,0,1
Application_59225008,1,0,400,126,40000,40000,0,0,1
Application_1150992246,1,0,750,126,75000,75000,0,0,1
Application_1702957596,1,15000,154.11,120,15000,15000,0,0,0
Application_1758714706,1,0,336.01,120,33000,33000,0,0,0
Application_731487477,0,0,56.3,120,5000,5000,0,0,0
Application_526485295,1,0,379.8,120,37300,37300,0,0,0
Application_410746821,1,30861,763.67,120,75000,75000,0,0,0
Application_1422228567,1,0,326.85,120,30000,32100,0,0,0
Application_1852065096,1,10000,300,126,30000,30000,0,0,1
Application_2041631567,1,0,250,126,0,25000,0,0,1
Application_1503772503,1,0,136.27,120,0,12800,0,0,0
Application_956801052,1,25000,254.56,120,0,25000,0,0,0
Application_1424679065,1,2000,184.94,120,25000,18000,0,1,0
Application_1185663292,1,0,350,126,35000,35000,0,0,1
Application_103997673,1,0,347,126,0,34700,0,0,1
Application_1199880952,1,10000,600,126,60000,60000,0,0,1
Application_959743614,0,7474.56,315.65,120,35000,31000,0,1,0
Application_2014598371,0,2378.13,265,126,26500,26500,0,0,1
Application_1661736117,0,34287,407.29,120,0,40000,0,0,0
Application_1999170851,1,5547,138.39,120,0,13000,0,0,0
Application_205686377,0,0,500,126,75000,50000,0,1,1
Application_683073013,0,20000,350,126,35000,35000,0,0,1
Application_624007600,1,0,500,126,46500,50000,0,0,1
Application_773585477,0,28000,285.1,120,40000,28000,0,1,0
Application_1194465021,0,15000,154.11,120,15000,15000,0,0,0
Application_1542115098,1,3400,184.94,120,17500,18000,0,0,0
Application_1327186032,1,6800,249.66,120,24300,24300,0,0,0
Application_1216802414,0,0,763.67,120,14000,75000,0,0,0
Application_1536518714,1,10000,106.46,120,10000,10000,0,0,0
Application_598944831,1,0,250,126,25000,25000,0,0,1
Application_1942568982,0,5000,78.82,120,5000,7000,0,0,0
Application_1278961817,1,8500,515,126,51500,51500,0,0,1
Application_293821690,1,5000,300,126,30000,30000,0,0,1
Application_1922011490,0,0,422.56,120,0,41500,0,0,0
Application_1382191864,1,0,610.93,120,60000,60000,0,0,0
Application_821899572,0,0,150.1,120,0,14100,0,0,0
Application_1355982875,0,2000,174.66,120,17000,17000,0,0,0
Application_523421470,0,9500,154.11,120,20000,15000,0,1,0
Application_1708479381,1,50000,509.11,120,50000,50000,0,0,0
Application_1773093483,1,15000,154.11,120,15000,15000,0,0,0
Application_1786390576,1,40000,407.29,120,40000,40000,0,0,0
Application_124569708,0,13922,254.56,120,25000,25000,0,0,0
Application_990586483,1,24500,254.56,120,25000,25000,0,0,0
Application_801067294,0,3000,243.5,120,23700,23700,0,0,0
Application_613451948,0,0,480,126,10000,48000,0,0,1
Application_1487997070,1,0,300,126,30000,30000,0,0,1
Application_1627135926,0,0,700,126,70000,70000,0,0,1
Application_945187514,1,10100,107.52,120,13000,10100,0,1,0
Application_252686799,1,15000,300,126,30000,30000,0,0,1
Application_1392404643,0,608.16,142.65,120,14300,13400,0,1,0
Application_66072191,0,5800,300,126,0,30000,0,0,1
Application_1739760813,1,0,250,126,25000,25000,0,0,1
Application_313852370,1,50000,509.11,120,50000,50000,0,0,0
Application_597785331,1,0,400,126,0,40000,0,0,1
Application_1393021276,0,1440,661.85,120,65000,65000,0,0,0
Application_629679877,1,35000,509.11,120,35000,50000,0,0,0
Application_130613042,1,0,750,126,15000,75000,0,0,1
Application_1413866307,1,20000,205.49,120,20000,20000,0,0,0
Application_373617428,0,1573.16,231.17,120,22500,22500,0,0,0
Application_483018339,0,15000,154.11,120,15000,15000,0,0,0
Application_42362416,0,3935,143.72,120,14000,13500,0,1,0
Application_1747133846,1,0,420,126,0,42000,0,0,1
Application_1967126699,1,72000,733.12,120,0,72000,0,0,0
Application_1388833616,0,8654,281.03,120,28663,27600,0,1,0
Application_900554287,0,5000,300,126,0,30000,0,0,1
Application_909561500,0,1477,407.29,120,42000,40000,0,1,0
Application_256346896,1,15000,254.56,120,12000,25000,0,0,0
Application_1139692633,1,0,400,126,40000,40000,0,0,1
Application_647581209,1,0,310,126,30000,31000,0,0,1
Application_485395277,1,25000,254.56,120,25000,25000,0,0,0
Application_845366703,0,8300,100.22,120,9000,8900,0,1,0
Application_1974437424,1,0,270,126,30000,27000,0,1,1
Application_560525780,1,15.31,285.1,120,28000,28000,0,0,0
Application_2012887903,1,0,350,126,35000,35000,0,0,1
Application_1941873873,1,0,190.07,120,18500,18500,0,0,0
Application_1257231395,1,27700,346.2,120,35000,34000,0,1,0
Application_1656226292,1,50000,509.11,120,50000,50000,0,0,0
Application_2030819568,0,7500,84.45,120,12500,7500,0,1,0
Application_1836635701,0,0,254.56,120,25000,25000,0,0,0
Application_588075124,0,31500,320.74,120,32500,31500,0,1,0
Application_1351522670,1,65000,661.85,120,65000,65000,0,0,0
Application_1274899044,1,25000,250,126,25000,25000,0,0,1
Application_367458947,0,3600,356.38,120,35000,35000,0,0,0
Application_1897143685,1,46000,468.38,120,50000,46000,0,1,0
Application_2041355768,1,22700,233.23,120,22700,22700,0,0,0
Application_1996855720,1,7000,325.83,120,20000,32000,0,0,0
Application_1700300573,1,0,500,126,50000,50000,0,0,1
Application_1999451906,0,30000,305.47,120,0,30000,0,0,0
Application_1549689072,0,5000,56.3,120,5000,5000,0,0,0
Application_827856022,1,0,300,126,0,30000,0,0,1
Application_1319496183,0,34500,351.29,120,50000,34500,0,1,0
Application_1658575970,0,20000,500,126,0,50000,0,0,1
Application_2071499739,1,5300,250,126,0,25000,0,0,1
Application_362563401,1,5200,215.76,120,21000,21000,0,0,0
Application_1219848751,1,50000,509.11,120,50000,50000,0,0,0
